"date","setting","series","note","info","source"
"2371","secondary","VOY",NA,"Kes ventures to the surface of the Ocampan homeworld and is captured by the Kazon-Ogla.","Pathways - VOY Ch 12"
"2371","primary","SNW",NA,"Fifteen days after the destruction of Amargosa, Captain Bateson writes of his decision not to join the pursuit of Soran.","Future Shock - SNW 7"
"2371","primary",NA,NA,"Picard visits the Cochrane monument on Titan.","Federation"
"2371","secondary","VOY",NA,"Harry Kim graduates and accepts a posting aboard the Voyager.","Pathways - VOY Ch 4"
"2371","secondary","VOY",NA,"Neelix notices Kes at Jabin's camp and attempts to barter for her release.","Pathways - VOY Ch 10"
"2371","primary","DS9",NA,"Book","The Laertian Gamble - DS9 12"
"2371","inferred",NA,NA,NA,"Past Tense"
"2371","primary",NA,"Spock's reference to the crew's 'final adventure' together is incorrect, unless he meant the last time aboard the Enterprise.","Spock laments Kirk's 'second' death.","The Ashes Of Eden - Prologue/Epilogue"
"2371","primary","TNG",NA,"Under direction of Commander Shelby, Picard and Dr. Crusher embark on the Monitor to Starbase 804 with orders to retrieve a Borg vessel. On Veridian 3, Kirk's body is retrieved by Romulans who revive him using technology acquired in an alliance with the Borg. The Farragut is destroyed. With orders to kill Picard, Kirk tracks down Worf on Qo'noS as well as Data and LaForge on Trilex before being apprehended on DS9. Later aboard the Challenger, Drs. Bashir and McCoy succeed in removing the Borg implants, while Picard, Crusher and Ambassador Spock are taken aboard after escaping from Borg captivity. The Monitor is fitted with a Borg transwarp engine and temporarily designated Enterprise, and travels to the Borg homeworld where V'Ger was repaired over a century earlier. Kirk sacrifices himself to destroy the Borg Central Node.","The Return"
"2371","primary",NA,NA,"Book","The Badlands Book 2 Part 3 Ch 1-5"
"2371","primary","VOY",NA,"The Liberty is transported over 70,000 light-years to the Delta quadrant by the Caretaker. Tom Paris is released into Janeway's custody to assist in the investigation of the Liberty's disappearance.","Caretaker - VOY 1 Ch 1-4"
"2371","primary",NA,"Unfortunately, the author elected to completely rewrite several scenes already covered in Caretaker, even changing the names of the doctor and nurse in the process.","Book","The Badlands Book 2 Part 3 Ch 6-11"
"2371","primary","VOY",NA,"Voyager arrives in the Delta quadrant and takes aboard Neelix and Kes. Janeway destroys the Caretaker's transporter array to prevent its capture by the Kazon-Ogla. The Maquis members join the Voyager crew and begin the long journey home. Casualties include First Officer Lt. Cmdr. Cavit, Helmsman Lt. Stadi, CMO Dr. Fitzgerald and Nurse T'Prena.","Caretaker - VOY 1 Ch 5-22"
"2371","secondary",NA,NA,"Janeway notes Chakotay's posting as First Officer in her personal log.","The Brave And The Bold Book 2: Third Interlude"
"2371","secondary","SNW",NA,"News reports begin circulating about the Voyager's disappearance.","Final Entry: March 7, 2371 - SNW 5"
"2371","secondary","TNG",NA,"A Romulan group led by Sela kidnaps Deanna and Alexander from Lwaxana Troi's home on Betazed. Worf and Will Riker are captured while attempting a rescue. While Picard and Odo are on Qo'noS, Sela sends Tom Riker to assassinate Gowron. The hostages are rescued by Captain Korsmo and Cmdr. Shelby of the USS Excalibur. Worf and Deanna break off their engagement.","Triangle: Imzadi 2 Ch 7-26"
"2371","primary","VOY",NA,"Book","The Escape - VOY 2"
"2371","primary","SNW","The month, given as April, is incorrect.","Three weeks after the Voyager's disappearance, Anne Carey writes in her journal about her lost husband, Joe.","The Ones Left Behind Part 1 - SNW 3"
"2371","primary","VOY",NA,"Book","Ragnarok - VOY 3"
"2371","primary","VOY",NA,"Book","Violations - VOY 4"
"2371","secondary","SNW",NA,"Six weeks after the Voyager's disappearance, Admirals Patterson and Paris visit Gretchen Janeway to inform her that Katheryn is officially missing in action.","Uninvited Admirals - SNW 4"
"2371","primary","VOY",NA,"Book","Incident At Arbuk - VOY 5"
"2371","primary","DS9",NA,"Legate Turrel of Cardassia agrees to return the Orb Of Opportunity to Bajor; however, en route to DS9, the orb is seized by the Maquis.","The Orb Of Opportunity - Prophecy And Change - DS9"
"2371","primary",NA,NA,"Book","The Best And The Brightest - Year Four"
"2371","primary","SNW",NA,"Quark's incoming shipment of self-sealing stembolts is delayed in customs, misrouted, jettisoned and eventually salvaged.","Infinite Bureaucracy - SNW 7"
"2371","primary","VOY",NA,"Book","The Murdered Sun - VOY 6"
"2371","primary","NF",NA,"Asst. Chief Engineer Burgoyne of the Excalibur takes two weeks leave on Argelius 2, where s/he has a drink with Montgomery Scott and an affair with a Rabolian woman who gives hir a vision-inducing pendant.","Through The Looking Glass - No Limits - NF"
"2371","primary","DS9",NA,"The Jibetan sleeper ship Nibix is discovered crashed on an asteroid near Cardassian space.","The Long Night - DS9 14"
"2371","secondary","SNW",NA,"Irene Hansen writes of the increasing Dominion threat.","Final Entry: June 19, 2371 - SNW 5"
"2371","inferred","DS9",NA,"Sisko promoted to Captain.","Adversary"
"2371","primary","DS9",NA,"Book","Station Rage - DS9 13"
"2371","primary","DS9",NA,"Book","Objective: Bajor - DS9 15"
"2371","primary","DS9",NA,"Book","Invasion! 3: Time's Enemy - DS9 16"
"2371","primary","VOY",NA,"Book","Invasion! 4: The Final Fury - VOY 9"
"2371","primary","DS9",NA,"Book","Saratoga - DS9 18"
"2372","primary","DS9",NA,"Book","The Wrath Of The Prophets - DS9 20"
"2372","primary","DS9",NA,"Believing that the Dominion has infiltrated the Cardassian government, the Klingons launch an invasion under command of General Martok. Worf joins the Deep Space Nine crew as an advisor on Klingon relations. After Sisko intercedes to rescue the Cardassian leaders, Gowron calls off the attack but again places discommendation upon Worf's family.","The Way Of The Warrior - DS9"
"2372","primary","TNG",NA,"The Sovereign-class Enterprise-E is launched under command of Morgan Bateson, with Montgomery Scott as Chief Engineer. They succeed in preventing Kozara, a Klingon, from capturing the ship and (re)invading Cardassia. Picard, accompanied by Worf from Deep Space Nine, rescues Starfleet personnel from Cardassia, and eventually regains command of the Enterprise.","Ship Of The Line"
"2372","primary","SNW",NA,"Following the launch of the Enterprise-E, Anne Carey again writes in her journal.","The Ones Left Behind Part 2 - SNW 3"
"2372","primary","VOY",NA,"Book","Ghost Of A Chance - VOY 7"
"2372","primary","VOY",NA,"Book","Cybersong - VOY 8"
"2372","primary","VOY",NA,"Book","Bless The Beasts - VOY 10"
"2372","primary","DS9",NA,"Book","The Tempest - DS9 19"
"2372","primary","VOY",NA,"Book","Mosaic - VOY"
"2372","primary","DS9",NA,"Following a particularly contentious mission in the Gamma Quadrant where they had been captured by Jem'Hadar soldiers, Bashir and O'Brien struggle to rebuild their friendship.","Broken Oaths - Prophecy And Change - DS9"
"2372","primary","DS9",NA,"Sisko and Jadzia Dax discover that Verad has assumed the identity of Trill's Symbiosis Commissioner.","Reflections - The Lives Of Dax"
"2372","primary","VOY",NA,"Book","The Garden - VOY 11"
"2372","primary","SNW",NA,"Janeway and Paris abandon their salamander-like offspring.","On The Rocks - SNW 5"
"2372","primary","DS9",NA,"Book","Day Of Honor: Armageddon Sky - DS9"
"2372","primary","VOY",NA,"Book","Day Of Honor: Her Klingon Soul - VOY"
"2372","primary","DS9",NA,"Book","The Heart Of The Warrior - DS9 17"
"2372","inferred","DS9",NA,"To spare Worf's brother Kurn from the shame of his family's exile, his appearance and memories are altered, and he is given the new identity Rodek.","Diplomatic Implausibility - TNG 61; Vengeance - DS9 22"
"2372","primary","VOY",NA,"Book","Chrysalis - VOY 12"
"2372","primary","DS9",NA,"Book","Trial By Error - DS9 21"
"2372","primary","DS9",NA,"Book","The 34th Rule - DS9 23"
"2372","primary","SNW",NA,"Hawk is promoted to Lieutenant and assigned to the Enterprise.","Seeing Forever - SNW 4"
"2372","secondary","TNG",NA,"Backstory.","Section 31: Rogue - TNG"
"2372","inferred","VOY",NA,NA,"Basics (VOY)"
"2372","primary","SNW",NA,"Reg Barclay returns to the Enterprise after completing his work on the Jupiter Station holomatter project.","Out Of The Box, Thinking - SNW 3"
"2373","primary","VOY",NA,"Book","Flashback - VOY"
"2373","primary","SNW",NA,"Book","Good Night, Voyager - SNW 1"
"2373","primary","VOY",NA,"Book","The Black Shore - VOY 13"
"2373","primary","SNW",NA,"Book","Life's Lessons - SNW 1"
"2373","primary","SNW",NA,"Book","Where I Fell Before My Enemy - SNW 1"
"2373","primary","DS9",NA,"Book","Day Of Honor: Honor Bound - DS9"
"2373","primary","DS9",NA,"Book","Trials And Tribble-ations"
"2373","primary","SNW",NA,"A memorial service for the Voyager crew is held at Starfleet Headquarters.","The Ones Left Behind Part 3 - SNW 3"
"2373","secondary","SNW",NA,"Irene Hansen writes of her contact with the Kim family.","Final Entry: April 9, 2373 - SNW 5"
"2373","inferred","VOY",NA,"The Voyager EMH obtains a mobile emitter, enabling him to leave the sickbay.","Future's End"
"2373","primary","SNW",NA,"Book","Ambassador At Large - SNW 1"
"2373","primary","DS9",NA,"Book","Vengeance - DS9 22"
"2373","primary","SNW",NA,"Nog takes the Kobayashi Maru test at Starfleet Academy.","Best Tools Available - SNW 6; The Bottom Line - SNW 3"
"2373","primary",NA,NA,"Beverly Crusher utilizes the Enterprise EMH to perform emergency surgery on a Chelon ambassador who had been poisoned by his own personal assistant.","Bedside Matters - The Amazing Stories"
"2373","secondary",NA,NA,"Epilogue.","Ship Of The Line"
"2373","primary","TNG",NA,NA,"Star Trek 8: First Contact - TNG"
"2373","primary","NF",NA,"Captain Morgan Korsmo of the USS Exaclibur is killed by an obligatory console explosion while defending Earth from the second Borg incursion.","Making A Difference - No Limits - NF"
"2373","primary","SNW",NA,"Lieutenant Hawk is assimilated by the Borg while attempting to release the deflector dish on the Enterprise's outer hull.","A Private Victory - SNW 3"
"2373","primary","TNG",NA,"Framing story.","Section 31: Rogue - TNG"
"2373","secondary","SNW",NA,"Irene Hansen writes of Picard's latest victory over the Borg.","Final Entry: December 2, 2373 - SNW 5"
"2373","primary","SNW",NA,"Dulmer and Lucsly of the Department of Temporal Investigations conduct post-temporal violation reconnaissance (PVR) from a temporary office on the Guardian planet.","Almost... But Not Quite - SNW 2"
"2373","inferred","TNG",NA,"Reg Barclay is recalled to Jupiter Station to assist Cmdr. Bruce Maddox in the creation of an android with a holotronic brain. He will be assigned to the Daystrom Institute Annex on Galor 4.","Immortal Coil - TNG"
"2373","primary",NA,NA,"The Voyager crew has a party on the holodeck in a 20th century French bistro.","A Night At Sandrine's - The Amazing Stories"
"2373","secondary",NA,"Said to occur prior to the Klingon invasion of Cardassia, which is impossible given Worf and Nog's presence aboard the Defiant.","Backstory.","The Mist - CT 3"
"2373","primary","SNW",NA,"Story","Gods, Fate and Fractals - SNW 2"
"2373","secondary","SNW",NA,"The Cardassians align themselves with the Dominion against the Federation.","Final Entry: August 21, 2373 - SNW 5"
"2373","primary","VOY",NA,"Book","Marooned - VOY 14"
"2373","primary","SNW",NA,"Story","Monthuglu - SNW 1"
"2373","primary",NA,NA,"Book","The Badlands Book 2 Part 4"
"2373","primary","DS9",NA,"Book","Rebels 1: The Conquered - DS9 24"
"2373","primary","DS9",NA,"Book","Rebels 2: The Courageous - DS9 25"
"2373","primary","DS9",NA,"Book","Rebels 3: The Liberated - DS9 26"
"2373","primary","VOY",NA,"Book","Echoes - VOY 15"
"2373","primary","SNW",NA,"Story","Fiction - SNW 1"
"2373","primary","DS9",NA,"Quark confronts D'Ghor, a dishonored Klingon, with evidence that he has been stealing from Grilka, Quark's Klingon girlfriend.","...Loved I Not Honor More - Prophecy And Change - DS9"
"2373","primary","NF",NA,"Admiral Jellico, now commanding Deep Space Five, calls a summit aboard the Enterprise to discuss the collapse of the Thallonian Empire. Ambassador Spock and Admiral Nechayev are in attendance. Mackenzie Calhoun of Xenex is given command of the USS Excalibur and dispatched to Thallonian space on a peacekeeping mission.","House Of Cards - NF 1"
"2373","primary",NA,"Spock's age (143) would place the story one year later, whereas the number of years since the Babel conference (106) would be a year earlier. The Okuda dating provides a compromise.","The Virogen plague threatens to destroy all plant life in the Federation, leading to massive starvation. On Babel, Spock discovers that Sarek was murdered by deliberate exposure to the Bendii Syndrome pathogen. Accompanied by the Enterprise, Kirk and Spock travel to Tarsus 4 aboard the Tobias and discover the home base of a terrorist group called the Symmetrists, who created the virus. A cure is developed by Dr. McCoy.","Avenger"
"2373","primary","SNW",NA,"Story","I, Voyager - SNW 1"
"2373","primary","SNW",NA,"Story","Reciprocity - SNW 2"
"2373","primary","SNW","Mention is made of the war and of races in the Alpha quadrant that have fallen to the Dominion; however, the wormhole is still accessible to the Founders.","Story","Change Of Heart - SNW 2"
"2373","primary","NF",NA,"The Excalibur leaves drydock with Cmdr. Shelby as First Officer; Lt. Soleta, a half-Vulcan, as Science Officer; Lt. Cmdr. Burgoyne, a Hermat, as Chief Engineer; Dr. Selar as CMO; Lt. Robin Lefler at Ops; Lt. Zak Kebron, a Brikar, as Security Chief; and Lt. Mark McHenry at Helm. Sir Si Cwan of Thallon is a stowaway. A group of refugees aboard the Cambon are rescued. Si Cwan and Hebron depart in a shuttlecraft to investigate a distress call from the Kayven Ryin .","Into The Void - NF 2"
"2373","primary","NF",NA,"Book","The Two-Front War - NF 3"
"2373","primary","NF",NA,"Book","End Game - NF 4"
"2373","primary","DS9",NA,"Book","The Dominion War 1: Behind Enemy Lines"
"2373","primary","DS9",NA,"Book","The Dominion War 2: A Call To Arms"
"2373","primary",NA,NA,"Captain Ben Zoma poses as a servant to the Vorta and uncovers their plans to build a Dominion base on the planet Illarh.","What Dreams May Come - Tales Of The Dominion War"
"2373","inferred","DS9",NA,"Seven of Nine is liberated from the Borg collective and joins the Voyager crew.","Scorpion"
"2374","primary",NA,NA,"A changeling spy obtains the command codes to disarm the minefield at the Bajoran wormhole. However, en route to Dominion-controlled space, the Cardassian transport is attacked by the Beta 12-A entity. The vessel and the entity are destroyed at the Hunyadi Rift.","Night Of The Vulture - Tales Of The Dominion War"
"2374","primary",NA,NA,"Book","The Dominion War 4: Sacrifice Of Angels"
"2374","primary","DS9","Runs concurrently with Sacrifice Of Angels","During the Cardassian occupation of DS9, Jake Sisko develops a friendship with Tora Ziyal.","Three Sides To Every Story - Prophecy And Change - DS9"
"2374","primary",NA,NA,"Book","The Dominion War 3: Tunnel Through The Stars"
"2374","inferred",NA,NA,"Kes leaves the Voyager crew.","The Gift"
"2374","primary","VOY",NA,"Book","Day Of Honor - VOY"
"2374","inferred",NA,NA,"Tuvok is promoted to Lt. Commander.","Revulsion"
"2374","primary","CT",NA,"Backstory, followed by framing story.","Fire Ship - CT 4"
"2374","primary","SNW",NA,"Story","The First - SNW 1"
"2374","primary","TNG",NA,"Book","Planet X - TNG"
"2374","primary","NF",NA,"Book","Martyr - NF 5"
"2374","primary","NF",NA,"Book","Fire On High - NF 6"
"2374","primary",NA,NA,"The Voyager rescues the crew of a T'kari vessel.","When Push Comes To Shove - The Amazing Stories"
"2374","primary","SNW",NA,"The USS Prometheus is captured by Romulans.","Who Cries For Prometheus? - SNW 5"
"2374","secondary","SNW",NA,"Owen Paris visits Gretchen Janeway to inform her that they have made contact with Voyager.","Uninvited Admirals - SNW 4"
"2374","secondary","SNW",NA,"The Kim family informs Irene Hansen of the Federation's contact with Voyager.","Final Entry: October 6, 2377 - SNW 5"
"2374","primary","SNW","The dates in these sections are a mess. Some are out of sequence and appear to be misprinted.","Anne Carey receives information about her husband Joe via the Voyager medical logs sent through the Hirogen relay network. Joe receives a message in response.","The Ones Left Behind Part 4-7 - SNW 3"
"2374","primary","DS9",NA,"Book","Far Beyond The Stars - DS9"
"2374","primary","SNW",NA,"Story","Touched - SNW 2"
"2374","primary","SNW",NA,"Elizabeth, a character in Harry Kim's holodeck program, decides to keep her sentience secret from the Voyager crew.","Witness - SNW 5"
"2374","primary","SNW",NA,"Story","Seventh Heaven - SNW 2"
"2374","primary","SNW",NA,"Romulan scientists attempt to reprogram Richard Daystrom's M5 computer after recovering it from a Ferengi vessel.","The Soft Room - SNW 6"
"2374","primary",NA,"Since this story takes place two months after the television episode Message In A Bottle and a year after First Contact, both Kirk's age (142) and the number of years since the launch of the Enterprise-B (82) are incorrect.","While attending a conference for the temporally displaced with Scott and Bateson, Kirk is abducted by Spock and Janeway from the Mirror Universe. The Enterprise is captured by an alternate-Voyager. Later, Kirk accepts a Starfleet commission and is assigned to the Sovereign with Scott and McCoy under Admiral Nechayev, who is discovered to be a Mirror Universe spy. Picard and his senior officers escape from a prison camp in the Goldin Discontinuity.","Spectre"
"2374","primary",NA,NA,"Book","Dark Victory Part 1"
"2374","primary","TNG",NA,"The Daystrom Institute Annex on Galor 4 is destroyed when rogue androids from Exo 3 sabotage the weather control grid. Professor Emil Vaslovik is revealed to be Flint the Immortal.","Immortal Coil - TNG"
"2374","primary","SNW",NA,"Story","The Farewell Gift - SNW 5"
"2374","primary","SNW",NA,"Via the Guardian of Forever, Kirk arrives in the Delta quadrant from an alternate future in which Voyager's entry into fluidic space eight months earlier has caused an interdimensional rift that is destroying spacetime. With Q's assistance, the rift is sealed and the timeline restored.","The End Of Night - SNW 6"
"2374","primary","TNG",NA,"Book","Q-Space - TNG 47"
"2374","primary","TNG",NA,"Book","Q-Zone - TNG 48"
"2374","primary","TNG",NA,"Book","Q-Strike - TNG 49"
"2374","primary",NA,NA,"Betazed falls to the Dominion. Mr. Homn is killed. Lwaxana Troi begins to organize the Betazoid Resistance.","The Ceremony Of Innocence Is Drowned - Tales Of The Dominion War"
"2374","primary",NA,NA,"On Romulus, Spock investigates the assassination of Emperor Shiarkiek by Archpriest N'Gathan. Senator Vreenak's ship is allegedly destroyed by the Dominion, inciting the Romulans to enter the war.","Blood Sacrifice - Tales Of The Dominion War"
"2374","primary","DS9",NA,"Book","Hollow Men - DS9"
"2374","primary","CT",NA,"Framing story.","The Mist - CT 3"
"2374","primary","CT",NA,"Framing story.","Once Burned - CT 5"
"2374","inferred",NA,"This fact is only chronicled in the comic book story Double Time. However, the event is critical for the proper placement of subsequent novels.","The Excalibur travels back in time to prevent a genocidal attack by the 'Redeemers.' When attempting to return to the present, they overshoot the mark by sixteen months.",NA
"2374","primary","DS9",NA,"Jadzia and Romulan subcommander T'Rul attempt to create a biogenic weapon for use against the Jem'Hadar.","The Devil You Know - Prophecy And Change - DS9"
"2374","primary","VOY",NA,"The Voyager senior staff is captured on an M-class planet while Janeway conducts diplomatic negotiations in a nearby system.","Pathways - VOY"
"2374","primary","VOY",NA,"Prologue backstory?","Seven Of Nine - VOY 16"
"2374","primary","DS9",NA,"Deep Space Nine is destroyed when the Red Orbs of Jalbador are brought together in Quark's bar, triggering the opening of a second wormhole.","Millennium 1: The Fall Of Terok Nor"
"2374","primary","DS9",NA,"A restored Deep Space Nine station is ejected from the original wormhole.","Millennium 3: Inferno"
"2374","inferred","TNG",NA,"Jadzia Dax is killed by Gul Dukat. Worf mourns her loss.","Triangle: Imzadi 2"
"2375","primary","DS9",NA,"Aboard the Destiny, Ezri Tigan becomes the new host of the Dax symbiont.","Ninety-Three Hours - SNW 3; Second Star To The Right... - The Lives Of Dax"
"2375","primary",NA,NA,"On Deep Space Nine, one of Bashir's nurses is revealed to be a Romulan agent. She assists Beverly Crusher and the Enterprise EMH, with the help of communications from Dr. McCoy and research by Dr. Phlox, in finding a cure for the Vulcan Scourge, a Dominion bioweapon.","Mirror Eyes - Tales Of The Dominion War"
"2375","primary","SNW",NA,"Ensign Dorian Collins writes of her recovery following the destruction of the USS Valiant 43 days earlier.","Dorian's Diary - SNW 3"
"2375","primary","TNG",NA,"Book","The Battle Of Betazed"
"2375","primary","DS9",NA,"Following the explosion of a Lurian freighter outbound from Cardassia, Odo rescues the survivors of a Cardassian 'underground railroad'.","Foundlings - Prophecy And Change - DS9"
"2375","primary",NA,NA,"A secret Tal Shiar base in the Neutral Zone falls to the Dominion. Centurion Shinzon and his Reman regiment are sent to retake the base, where Shinzon discovers a Thalaron research lab and a positronic android called B-4.","Twilight's Wrath - Tales Of The Dominion War"
"2375","inferred",NA,NA,"Kira promoted to Colonel.","Image In The Sand"
"2375","primary","DS9",NA,"Ezri Dax is sent to the Pandora research facility where Axael Krinn has taken hostages in order to obtain the Protean Codex.","Chiaroscuro - Prophecy And Change - DS9"
"2375","primary","SNW",NA,"The Voyager EMH utilizes a holographic reproduction of Leonard McCoy to assist in saving an Anjurwan empath.","The Healing Arts - SNW 2"
"2375","primary","VOY",NA,"Book","Battle Lines - VOY 17"
"2375","primary","VOY",NA,"Book","Death Of A Neutron Star - VOY 18"
"2375","inferred",NA,NA,"Paris is demoted to Ensign.","Thirty Days"
"2375","primary","TNG",NA,NA,"Star Trek 9: Insurrection - TNG"
"2375","primary","SNW","Barring any suitable explanation for Worf's presence aboard the Enterprise-E, we must assume that he remained aboard for a period of time following Insurrection.","Data creates robotic 'bodyguards' for his friends on the Enterprise crew.","Protecting Data's Friends - SNW 6"
"2375","primary",NA,NA,"Book","Dark Victory Part 2"
"2375","primary",NA,NA,"Book","Preserver"
"2375","primary","SNW",NA,"On Voyager's holodeck, the plans of Dr. Chaotica are once again foiled by Captain Proton!","The Difficulties Of Being Evil - SNW 5"
"2375","primary",NA,NA,"Story","The Space Vortex Of Doom - The Amazing Stories"
"2375","primary","SNW",NA,"Bashir and O'Brien attempt to save the Alamo in a holosuite.","The Best Defense - SNW 3"
"2375","primary","SNW",NA,"The Voyager EMH spends eighteen minutes on an away mission to a pre-warp civilization, but due to an extreme time differential, his stay seems to last for three years.","I Have Broken The Prime Directive - SNW 7"
"2375","primary","SNW",NA,"The Voyager rescues a cyborg named Twelve-Alpha.","Gift Of The Mourners - SNW 3"
"2375","secondary","SNW",NA,"Backstory.","The Second Star - SNW 3"
"2375","primary","SNW",NA,"Tom Paris creates a holographic monster to be a friend to Naomi.","The Monster Hunters - SNW 3"
"2375","primary",NA,NA,"While Picard is visiting his niece at Starfleet Academy with Deanna, San Francisco comes under a surprise attack by the Breen.","Eleven Hours Out - Tales Of The Dominion War"
"2375","primary",NA,NA,"Admiral McCoy and Captain Scott park the Hudson at a Bakrii repair station until the Breen have cleared Federation space.","Safe Harbors - Tales Of The Dominion War"
"2375","primary","SNW",NA,"Wesley Crusher and the Traveler test Q's humanity.","The Human Factor - SNW 6"
"2375","primary",NA,NA,"The crew of the DaVinci are assigned to recover prototype encryption technology from a crashed Breen scout ship.","Field Expediency - Tales Of The Dominion War"
"2375","primary",NA,NA,"Commander Klag of the IKS Pagh battles Jem'Hadar and Vorta soldiers following a crash on Marcan 5.","A Song Well Sung - Tales Of The Dominion War"
"2375","inferred",NA,NA,"Gowron is killed by Worf. Martok is installed as Chancellor.","Tacking Into The Wind"
"2375","primary","SNW",NA,"Damar's son Sakal hides from the Jem'Hadar on Cardassia.","An Errant Breeze - SNW 3"
"2375","primary","DS9",NA,"Kira, Garak and Damar hide on Cardassia Prime after failing to mobilize the Cardassian resistance forces.","Face Value - Prophecy And Change - DS9"
"2375","secondary",NA,"This is an apocryphal story told by Zak Kebron to his son 150 years later.","The Excalibur completes its time-travel journey begun a year and a half earlier, arriving in the midst of a battle between a Romulan warbird and the Corinth, which had been captured by Cardassians led by a changeling.","Stone Cold Truths - Tales Of The Dominion War"
"2375","primary","DS9",NA,"The Founders of the Dominion surrender to the Federation in return for the cure to a genocidal virus infecting the Great Link.","What You Leave Behind - DS9; Requital - Tales Of The Dominion War"
"2375","secondary","SNW",NA,"Irene Hansen writes of the end of the Dominion War.","Final Entry: September 23, 2375 - SNW 5"
"2375","secondary","DS9",NA,"Sisko stops Dukat and Kai Winn from releasing the Pah-wraiths in Bajor's Fire Caves. He falls into an abyss but is saved by the Prophets, with whom Sisko agrees to stay indefinitely.","What You Leave Behind - DS9"
"2375","secondary","TNG","Occurs ninety years after The Wrath of Khan, based upon the Okuda dating of 2285.","Despite Federation protection, Carol Marcus disappears from her home on Pacifica.","The Genesis Wave: Book 1 Ch 1"
"2375","primary","SNW",NA,"Data and O'Brien are recalled to Earth for an inquiry into Data's actions against Kivas Fajo nearly ten years earlier.","Bluff - SNW 5"
"2375","primary","VOY",NA,"Book","Section 31: Shadow - VOY"
"2375","primary","VOY",NA,"Book","Equinox"
"2376","primary","DS9",NA,"O'Brien leaves DS9 to teach at Starfleet Academy. Worf is designated Federation Ambassador to the Klingon Empire. Garak returns to Cardassia. Odo returns to the Great Link.","What You Leave Behind - DS9 Ch 15"
"2376","primary","TNG",NA,"Book","Double Helix 5: Double Or Nothing - TNG 55"
"2376","primary","TNG",NA,"Book","Gemworld Book 1 - TNG 58"
"2376","primary","TNG","Reg Barclay's presence aboard the Enterprise is problematic, since he should be working on the Pathfinder project at Starfleet Headquarters.","Book","Gemworld Book 2 - TNG 59"
"2376","primary",NA,"Picard says that he is unfamiliar with Q's family, which is the same thing he said in Q-Space.","Book","I, Q - TNG"
"2376","primary","NF",NA,"Book","The Quiet Place - NF 7"
"2376","primary","NF",NA,"Book","Dark Allies - NF 8"
"2376","primary","NF",NA,"Book","Excalibur: Requiem - NF 9"
"2376","primary","NF",NA,"Book","Excalibur: Renaissance - NF 10"
"2376","primary","NF",NA,"Book","Excalibur: Restoration - NF 11"
"2376","primary","DS9",NA,"Book","The Left Hand Of Destiny Book 1 - DS9"
"2376","primary","DS9",NA,"Book","The Left Hand Of Destiny Book 2 - DS9"
"2376","primary","DS9",NA,"Ezri discusses Dax's previous hosts with Vic Fontaine.","Second Star To The Right.../...And Straight On 'Til Morning - The Lives Of Dax"
"2376","primary","SNW",NA,"Jake, Nog & Ezri discover a secret Breen outpost in Federation space.","Fear, Itself - SNW 5"
"2376","primary","SNW",NA,"Balt, a Ferengi trader, attempts to sell one of Barclay's holoprograms to Quark on Deep Space Nine.","Barclay Program Nine - SNW 7"
"2376","inferred","DS9",NA,"Bolian Tiris Jast is assigned to DS9 as Executive Officer. Andorian Thirishar ch'Thane is assigned as Science Officer. At the insistence of the Bajoran government, Ro Laren is assigned as Security Chief. Bashir is promoted to Lt. Commander.","Avatar Book 1 - DS9"
"2376","primary","TNG",NA,"At the behest of the Federation, Ambassador Worf is assigned to negotiate peace between the al'Hmatti—the native people of the planet taD—and the Klingons who occupy their world. Worf is transported by the Enterprise, as well as the IKS Gorkon, whose crew includes Captain Klag, Commander Drex and Lt. Rodek (formerly Kurn, son of Mogh).","Diplomatic Implausibility - TNG 61"
"2376","primary","TNG",NA,"Book","Maximum Warp Book 1: Dead Zone - TNG 62"
"2376","primary","TNG",NA,"Book","Maximum Warp Book 2: Forever Dark - TNG 63"
"2376","primary","TNG",NA,"Ambassador Worf returns to Qo'nos.","Diplomatic Implausibility - TNG 61 - Epilogue"
"2376","primary","DS9",NA,"Framing story.","A Stitch In Time - DS9 27"
"2376","primary","SCE",NA,"Story","Belly Of The Beast - Have Tech, Will Travel - SCE 1"
"2376","primary","SCE",NA,"Story","Fatal Error - Have Tech, Will Travel - SCE 1"
"2376","primary","SCE",NA,"Story","Hard Crash - Have Tech, Will Travel - SCE 1"
"2376","primary","SCE",NA,"Story","Interphase Part 1 - Have Tech, Will Travel - SCE 1"
"2376","primary","SCE",NA,"Story","Interphase Part 2 - Miracle Workers - SCE 2"
"2376","primary","DS9",NA,"The crew of the USS Aldebaran and Tiris Jast aboard the Defiant are killed in a sneak attack upon Deep Space Nine by three Dominion ships. A Jem'Hadar named Kitana'klan is discovered on the station who claims to have been sent by Odo. After being told of a prophecy by Bajoran Istani Reyla, Jake Sisko enters the wormhole in search of his father. The prophecy also states that the son of Ben Sisko will be the Avatar and 10,000 people will die before his birth.","Avatar Book 1 - DS9"
"2376","primary","DS9",NA,"The Enterprise arrives at DS9 from the Badlands, bringing the lost Orb of Memory, as well as Commander Elias Vaughn who will become XO of DS9. Kira uploads Istani's prophetic book to Bajor's communications network and is attainted by the Vedek Assembly for her actions. Kitana'klan sabotages DS9's fusion reactor, but Kira jettisons the reactor prior to explosion. A second Jem'Hadar, Taran'atar, is revealed to be the true representative sent by Odo.","Avatar Book 2 - DS9"
